,,Burglary/Breaking & Entering,All Other Larceny,Destruction/Damage/Vandalism of Property,Motor Vehicle Theft,Simple Assault,Shoplifting,Aggravated Assault,Intimidation,Theft From Building,Theft of Motor Vehicle Parts or Accessories,Robbery,Trespass of Real Property,Impersonation,Credit Card/Automated Teller Machine Fraud,"Family Offenses, Nonviolent",Drug/Narcotic Violations,Driving Under the Influence,False Pretenses/Swindle/Confidence Game,Weapon Law Violations,Bad Checks,Counterfeiting/Forgery,Prostitution,Stolen Property Offenses,Pocket-picking,Fondling,Drug Equipment Violations,Wire Fraud,Embezzlement,Rape,Liquor Law Violations,Sodomy,Curfew/Loitering/Vagrancy Violations,Arson,Purse-snatching,Sexual Assault With An Object,Kidnapping/Abduction,Peeping Tom,Welfare Fraud,Extortion/Blackmail,Incest,Identity Theft,Assisting or Promoting Prostitution,Murder & Nonnegligent Manslaughter,Pornography/Obscene Material,Theft From Coin-Operated Machine or Device,Negligent Manslaughter,Justifiable Homicide,Betting/Wagering,Statutory Rape,Theft From Motor Vehicle,Hacking/Computer Invasion,Animal Cruelty,Purchasing Prostitution,Drunkenness,"Human Trafficking, Commercial Sex Acts",Bribery,Operating/Promoting/Assisting Gambling,Gambling Equipment Violation,"Human Trafficking, Involuntary Servitude"
10,2009,0.08282950423216445,0.08421052631578947,0.08016347060672745,0.09711595055915244,0.0828740157480315,0.07843590930124943,0.07981492192018508,0.07074235807860262,0.11169284467713787,0.0880466472303207,,0.07167235494880546,0.05423728813559322,0.07575757575757576,0.07354555433589462,0.09269406392694064,0.09862570735650768,0.0641025641025641,0.0812603648424544,,0.08605341246290801,0.2138157894736842,0.08849557522123894,,0.07368421052631578,0.07228915662650602,0.0425531914893617,0.0783132530120482,0.06422018348623854,,,0.049586776859504134,0.1342281879194631,0.08641975308641975,0.25,0.07407407407407407,,,0.13636363636363635,,,0.17391304347826086,0.05,0.13333333333333333,0.06666666666666667,,,,,,,,,,,,,,
10,2010,0.08863706923315741,0.09621166566446182,0.08623853211009175,0.08795518207282914,0.0846829268292683,0.0891143405538799,0.08184438040345822,0.0767473732297853,0.108023072889355,0.07202216066481995,0.07449051300070274,0.09098712446351931,0.17938420348058903,,0.0707395498392283,0.08631851532153648,0.0944700460829493,0.07933579335793357,0.08261617900172118,0.08015768725361366,0.08239700374531835,,0.06302521008403361,0.06666666666666667,0.07329842931937172,,0.05357142857142857,0.044444444444444446,0.10101010101010101,0.10764872521246459,0.09090909090909091,,0.08035714285714286,0.07272727272727272,,0.10869565217391304,0.1111111111111111,,0.11764705882352941,,0.2,0.125,0.1111111111111111,0.09090909090909091,0.10344827586206896,,,,0.07692307692307693,,,,,,,,,,
10,2011,0.09487330583382439,0.09340764943301941,0.08349344978165939,0.07561327561327562,0.08068992862807296,0.10236911377595788,0.09259259259259259,0.08792846497764531,0.07799892415277031,0.06645367412140575,0.10063335679099226,0.08751334044823907,0.09106830122591944,0.08721422523285352,0.08138238573021182,0.07109004739336493,,0.09601449275362318,0.10983606557377049,0.09040590405904059,0.0761904761904762,0.0857843137254902,0.09243697478991597,0.08695652173913043,0.09248554913294797,0.06951871657754011,0.12048192771084337,0.096,0.125,0.06735751295336788,0.14814814814814814,0.09090909090909091,0.07228915662650602,0.14754098360655737,0.375,0.10638297872340426,0.14285714285714285,0.3333333333333333,0.14285714285714285,,,0.05555555555555555,0.09090909090909091,,0.08823529411764706,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,
10,2012,0.09712889431887599,0.08253968253968254,0.08331862312444836,0.09068693999456964,0.0792119018898271,0.08698614580967522,0.07993811242908716,0.07080610021786492,0.08231545406266595,0.06729264475743349,0.09730848861283643,0.08472803347280335,0.053973013493253376,0.07267441860465117,0.07752956636005257,0.0911408540471638,0.08726415094339622,0.07957957957957958,0.0851063829787234,0.09251968503937008,0.0960960960960961,0.07531380753138076,0.10426540284360189,0.09770114942528736,0.10365853658536585,0.11538461538461539,0.07964601769911504,0.09701492537313433,0.05785123966942149,0.09239130434782608,0.11764705882352941,,0.06756756756756757,0.06382978723404255,0.23076923076923078,0.06666666666666667,,0.1111111111111111,0.16,,,,0.08333333333333333,0.07142857142857142,0.047619047619047616,,,,0.2222222222222222,,,,,,,,,,
10,2013,0.08606726149622512,0.08234519104084322,0.08583916083916084,0.09739497770476414,0.07559926244622003,0.09661598822952427,0.08668903803131991,0.08051529790660225,0.10036401456058243,0.09867963863794302,0.10118675827607745,0.08421052631578947,0.0845771144278607,0.08970588235294118,0.0748792270531401,0.11607142857142858,0.06846846846846846,0.0989399293286219,0.0724907063197026,0.1026694045174538,0.09217877094972067,0.23076923076923078,0.08196721311475409,0.10964912280701754,0.09655172413793103,0.06629834254143646,0.06862745098039216,0.050359712230215826,0.10714285714285714,0.06756756756756757,0.12903225806451613,0.07017543859649122,0.05747126436781609,0.08333333333333333,0.16666666666666666,0.13333333333333333,0.125,,,,0.058823529411764705,0.038461538461538464,0.1111111111111111,,0.06896551724137931,,,,0.125,,,,,,,,,,
10,2014,0.08717589348283111,0.0887071406102548,0.08208695652173913,0.09805348371839186,0.07806324110671936,0.09107806691449814,0.0889662027833002,0.08152734778121776,0.09128416709644147,0.08371484630477437,0.06966434452184928,0.08997805413313825,,0.0739202657807309,0.08599779492833518,0.09450337512054002,0.07396449704142012,0.10604332953249715,0.10612244897959183,0.10331384015594541,0.06842105263157895,0.07857142857142857,0.12903225806451613,0.10196078431372549,0.1694915254237288,0.10362694300518134,0.0784313725490196,0.0457516339869281,0.10687022900763359,0.104,0.037037037037037035,0.14285714285714285,0.0410958904109589,0.1875,,0.10909090909090909,0.1111111111111111,,0.2,,,,0.08695652173913043,0.07692307692307693,0.05,,,,0.2857142857142857,,,,,,,,,,
10,2015,,0.07861328125,0.09159284639812804,0.08572166279369997,0.08165971959075408,0.08003617454216595,0.07885985748218527,0.09751243781094528,0.0965270684371808,0.08717948717948718,0.08397932816537468,0.09867519415258108,0.05874125874125874,0.10656316160903317,,0.07891061452513966,0.10048780487804879,0.07116564417177915,0.07344632768361582,0.09210526315789473,0.0966183574879227,0.012618296529968454,0.05952380952380952,0.06896551724137931,0.0947867298578199,0.044444444444444446,0.062111801242236024,0.08602150537634409,0.043478260869565216,0.10810810810810811,0.10344827586206896,0.0851063829787234,0.15217391304347827,,,0.05128205128205128,0.14285714285714285,,0.1,,,0.038461538461538464,0.11538461538461539,,0.1111111111111111,,,,,,,,,,,,,,
10,2016,0.08769373426943966,0.08224097683605675,0.07845618475166087,0.0948502994011976,0.08036529680365297,0.08359326263256395,0.07255520504731862,0.08428571428571428,0.07692307692307693,0.09020979020979021,0.08821635544108178,0.09392655367231638,0.09598031173092698,0.08686131386861314,0.07641196013289037,0.07273838630806846,0.08319039451114923,0.07990867579908675,0.0783132530120482,0.09166666666666666,0.08746355685131195,0.011876484560570071,0.06994818652849741,0.10880829015544041,0.1,0.07981220657276995,0.10404624277456648,0.10884353741496598,0.08080808080808081,0.06363636363636363,0.12280701754385964,0.03225806451612903,0.058823529411764705,0.15,0.1,0.05084745762711865,0.1111111111111111,,0.10294117647058823,0.25,0.08571428571428572,,0.05,0.07692307692307693,0.14285714285714285,,0.5,,0.09090909090909091,,,,,,,,,,
10,2017,0.09409499358151477,0.09418702611625948,0.09391932570740517,0.09257759784075574,0.08632326820603908,0.08894482903293476,0.08362779740871613,0.08997188378631678,0.0756578947368421,0.08542713567839195,0.09214795587280987,0.0977232028651829,0.07421150278293136,0.07967589466576637,0.07338444687842278,0.09394081728511038,0.08834178131788559,0.09205426356589147,0.09195402298850575,0.07142857142857142,0.10793650793650794,0.01652892561983471,0.10101010101010101,0.0625,0.06870229007633588,0.10714285714285714,0.10040160642570281,0.11888111888111888,0.10152284263959391,0.10112359550561797,0.11475409836065574,0.06666666666666667,0.026845637583892617,0.16666666666666666,0.05263157894736842,0.0641025641025641,,,0.06329113924050633,,,,0.1111111111111111,0.09090909090909091,0.038461538461538464,,,0.6666666666666666,0.08333333333333333,,,,,,,0.5,,,
10,2018,0.08463911165946947,0.07911585365853659,0.0849496316343407,0.08709441327152964,,,0.0913374411018485,0.0916030534351145,0.08568496664956388,0.10356652949245541,0.09876543209876543,,0.08907363420427554,0.09649122807017543,0.09265536723163842,0.06316321374431531,0.07482014388489208,,,0.07211538461538461,,0.15315315315315314,0.08522727272727272,0.08796296296296297,,0.04838709677419355,0.04225352112676056,0.1111111111111111,0.06635071090047394,0.0975609756097561,0.07792207792207792,0.046875,0.03571428571428571,0.1388888888888889,0.05,0.04938271604938271,0.25,,0.09803921568627451,,0.125,0.1111111111111111,0.125,,,,,,0.2,,,,,,,1.0,,,
10,2019,0.08726939683370405,0.08414579271036449,0.07632667126119917,0.09571535955900777,0.08403361344537816,0.0862259562237453,0.08633357825128582,0.0896094839609484,,0.100355871886121,0.08745980707395498,0.08380173735309146,0.018461538461538463,0.09153122326775022,0.012779552715654952,0.08092105263157895,0.07883522727272728,0.07563025210084033,0.06748466257668712,0.05339805825242718,0.0944700460829493,0.09090909090909091,0.0784,0.10655737704918032,0.0954356846473029,,0.11784511784511785,0.10752688172043011,,0.043478260869565216,0.05333333333333334,0.06521739130434782,0.13513513513513514,0.12,,0.10569105691056911,0.13333333333333333,,0.08421052631578947,,0.10606060606060606,,0.0625,0.12,0.12121212121212122,,,,,,0.12280701754385964,0.058823529411764705,,,,,,,
10,2020,,0.08816781383153065,0.10408531090417543,0.11027923917442331,0.07760252365930599,0.08970309538850284,0.09984984984984985,0.08168230795968022,0.08791208791208792,0.1511111111111111,0.10073875083948959,0.06021341463414634,0.1076923076923077,0.09287531806615776,0.06976744186046512,0.07288317256162916,0.07715430861723446,0.055944055944055944,0.09223300970873786,0.05263157894736842,0.0913978494623656,,0.12903225806451613,0.02666666666666667,0.09444444444444444,0.05714285714285714,0.09727626459143969,0.07352941176470588,0.07262569832402235,0.034482758620689655,0.043478260869565216,0.08695652173913043,0.0935672514619883,0.14814814814814814,0.09302325581395349,0.1,0.06666666666666667,,0.05714285714285714,,,,0.125,0.15384615384615385,0.08333333333333333,,,,,0.10415754923413567,0.09230769230769231,0.19230769230769232,,0.25,0.125,,,,
10,2021,0.08938206250636262,0.09953518192017952,,0.1118408707074498,0.09459748024770447,0.09673335021524436,0.09882494727327508,,0.0982436882546652,0.10176913645121738,0.10496292070735881,0.08821917808219178,0.10810810810810811,0.10909090909090909,0.06557377049180328,0.056179775280898875,0.07777777777777778,0.15873015873015872,0.09688581314878893,0.07407407407407407,0.10819672131147541,,0.09165302782324058,0.1282051282051282,0.0949367088607595,,,0.08333333333333333,0.0893854748603352,,0.0875,,,0.10344827586206896,0.09090909090909091,0.08152173913043478,,,0.14285714285714285,,0.07776427703523693,,0.07317073170731707,0.11764705882352941,0.15384615384615385,,,,,,,,,,,,,,
10,2022,,,0.07960199004975124,,0.08632242806464328,0.06731436502428868,,0.10354815351194786,0.08708414872798434,,0.08646188850967008,0.07816316560820713,0.027777777777777776,0.0953058321479374,0.12,0.06451612903225806,0.09607993850883935,0.08793103448275862,0.07869249394673124,0.08823529411764706,0.05652173913043478,0.5,,0.04854368932038835,0.1005586592178771,0.1,0.08174386920980926,0.07317073170731707,0.07926829268292683,0.1875,,,0.09944751381215469,0.13333333333333333,0.06666666666666667,,,,,,0.09720372836218376,,,0.06666666666666667,0.15384615384615385,,,,0.14285714285714285,0.0744931107874986,0.12903225806451613,0.10810810810810811,,,0.08333333333333333,,,,
11,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1998,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2000,,,0.5,,,,,,,,,,,0.25,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2001,0.08333333333333333,,,,,,,,0.3333333333333333,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2003,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2004,,0.2,,,,1.0,0.5,,,,,,,,0.125,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2005,,,,0.5,,,,0.25,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,
11,2006,,0.05263157894736842,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.3333333333333333,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2007,0.05263157894736842,0.14285714285714285,0.078125,0.034482758620689655,0.041666666666666664,,0.16666666666666666,0.041666666666666664,0.14285714285714285,0.125,0.14285714285714285,,,0.0851063829787234,0.08823529411764706,0.3333333333333333,,0.15492957746478872,,0.11320754716981132,0.22727272727272727,,,,0.1,1.0,,0.125,,,0.2,,,,,,,,,,,0.3333333333333333,,,,,,,,0.07142857142857142,,,,,,,,,
11,2008,0.08315565031982942,0.08618832148243913,0.07636518771331058,0.09464378575143005,0.09100817438692098,0.0822047992397244,0.07975034674063801,0.08027410670582477,0.07710989678202793,0.09206510681586978,0.10971223021582734,0.0858704137392662,0.06181015452538632,0.11437908496732026,0.10115236875800256,,0.11444652908067542,0.09516380655226209,0.08344370860927153,0.08945260347129506,0.052941176470588235,0.051094890510948905,0.10687022900763359,0.1214574898785425,0.0670391061452514,0.08350730688935282,0.0196078431372549,,0.02962962962962963,0.061068702290076333,,0.08823529411764706,0.047058823529411764,,,0.12962962962962962,,,,,,0.07692307692307693,0.07142857142857142,0.10526315789473684,0.14705882352941177,,,0.3333333333333333,0.07142857142857142,,,,,,,,,,
11,2009,0.09053808948004836,0.07211646136618141,0.07591952216284187,0.10241318422601531,0.07637795275590552,0.07565941693660343,0.07113938692886061,0.08340611353711791,0.061663757998836534,0.08279883381924198,,0.07337883959044368,0.08135593220338982,0.06126482213438735,0.07135016465422613,0.07123287671232877,0.08003233629749394,0.07692307692307693,0.0945273631840796,,0.07418397626112759,0.05921052631578947,0.0752212389380531,,0.06315789473684211,0.06827309236947791,0.0425531914893617,0.08433734939759036,0.06422018348623854,,0.13333333333333333,0.04132231404958678,0.10067114093959731,0.13580246913580246,,0.09259259259259259,0.125,0.5,0.09090909090909091,,,,0.1,,0.06666666666666667,,,,,,,,,,,,,,
11,2010,0.07683949084135362,0.06414111044297455,0.07489574645537948,0.06190476190476191,0.07960975609756098,0.0743076501233891,0.0685878962536023,0.06624029237094564,0.07393812270582066,0.09362880886426593,0.07659873506676036,0.07381974248927038,0.08969210174029452,,0.07717041800643087,0.06473888649115235,0.07910906298003072,0.07564575645756458,0.09294320137693632,0.0683311432325887,0.06367041198501873,,0.09243697478991597,0.08,0.07329842931937172,,0.017857142857142856,0.0962962962962963,0.08080808080808081,0.0764872521246459,,,0.044642857142857144,0.03636363636363636,0.2,0.021739130434782608,0.3333333333333333,0.25,0.11764705882352941,,0.2,0.03125,0.1111111111111111,,0.10344827586206896,,,,,,,,,,,1.0,,,
11,2011,0.09428403064230996,0.0688064578128003,0.07930131004366812,0.07041847041847042,0.07137192704203013,0.10149166422930682,0.08585858585858586,0.07302533532041729,0.06885422270037654,0.08370607028753993,0.08374384236453201,0.0768409818569904,0.06129597197898424,0.06096528365791702,0.06911928651059086,0.05390995260663507,,0.09057971014492754,0.07868852459016394,0.05350553505535055,0.06666666666666667,0.056372549019607844,0.07142857142857142,0.033816425120772944,0.057803468208092484,0.0427807486631016,0.0963855421686747,0.048,0.052083333333333336,0.03626943005181347,0.07407407407407407,0.06493506493506493,0.07228915662650602,0.04918032786885246,,0.0425531914893617,,0.3333333333333333,,,0.14285714285714285,0.05555555555555555,0.045454545454545456,,0.14705882352941177,,,,0.09090909090909091,,,,,,,,,,
11,2012,,0.06293183940242764,0.0676081200353045,0.08579961987510182,0.0794129473260957,0.07676584147172383,0.06807632800412584,0.08006535947712418,0.08231545406266595,0.09154929577464789,0.0800552104899931,0.09414225941422594,0.07496251874062969,0.0806686046511628,0.06701708278580815,0.0758444869343531,0.07232704402515723,0.07807807807807808,0.058027079303675046,0.05905511811023622,0.11711711711711711,0.04602510460251046,0.12796208530805686,0.07471264367816093,0.10365853658536585,0.09728506787330317,0.07964601769911504,0.05223880597014925,0.0743801652892562,0.03260869565217391,0.11764705882352941,0.01818181818181818,0.04054054054054054,0.10638297872340426,0.15384615384615385,0.06666666666666667,0.07692307692307693,,0.04,,0.1,,,0.07142857142857142,0.14285714285714285,,,,,0.06603153745072274,,,,,,,,,
11,2013,0.08181194234728895,0.07625164690382082,0.08199300699300699,0.09481342407885474,0.08338455234583077,0.08410985777341834,0.0743847874720358,0.08051529790660225,0.09412376495059803,0.12161223071577484,0.1061836352279825,0.09716599190283401,0.07711442786069651,0.07867647058823529,0.07004830917874397,0.09151785714285714,0.07387387387387387,0.09540636042402827,0.07806691449814127,0.057494866529774126,0.09497206703910614,0.14358974358974358,0.045081967213114756,0.07894736842105263,0.07586206896551724,0.06353591160220995,0.058823529411764705,0.05755395683453238,0.05357142857142857,0.04054054054054054,0.03225806451612903,0.017543859649122806,0.034482758620689655,0.08333333333333333,0.08333333333333333,0.13333333333333333,0.0625,,0.15,0.2,0.058823529411764705,0.038461538461538464,0.05555555555555555,0.045454545454545456,0.034482758620689655,,,,,,,,,,,,,,
11,2014,0.08409250175192712,0.06826045926391947,0.0808695652173913,0.07022012006549026,0.0816205533596838,0.08921933085501858,0.06709741550695825,0.07739938080495357,0.07684373388344508,0.08175277959450622,0.09056364787840405,0.08339429407461595,,0.07724252491694353,0.07717750826901874,0.09064609450337512,0.08284023668639054,0.09578107183580388,0.08163265306122448,0.07407407407407407,0.0868421052631579,0.05357142857142857,0.08064516129032258,0.050980392156862744,0.10734463276836158,0.05699481865284974,0.11764705882352941,0.0392156862745098,0.08396946564885496,0.056,,0.14285714285714285,0.0684931506849315,0.15625,,0.07272727272727272,,0.2,0.05,,0.0625,,,0.07692307692307693,0.25,,,,,,,,,,,,,,
11,2015,,0.07405598958333333,0.08139729232826341,0.0704879938032533,0.07483895414929898,0.08003617454216595,0.0831353919239905,0.09154228855721393,0.08426966292134831,0.09487179487179487,0.07235142118863049,0.08679762448606669,0.05104895104895105,0.09668313338038109,,0.07960893854748603,0.07512195121951219,0.07484662576687116,0.08898305084745763,0.10087719298245613,0.07971014492753623,0.01892744479495268,0.08333333333333333,0.09359605911330049,0.07582938388625593,0.08333333333333333,0.06832298136645963,0.06989247311827956,0.16521739130434782,0.04504504504504504,0.034482758620689655,0.10638297872340426,0.05434782608695652,0.030303030303030304,0.42857142857142855,0.05128205128205128,0.07142857142857142,,0.125,,0.09090909090909091,0.038461538461538464,,0.14285714285714285,0.1111111111111111,,,,,,,,,,,,,,
11,2016,0.07974566167704332,0.08349793499730652,0.08525782980069599,0.10323353293413173,0.08621004566210046,0.08296943231441048,0.0896800360522758,0.07809523809523809,0.079002079002079,0.0979020979020979,0.07920154539600772,0.09004237288135593,0.07136997538966366,0.07737226277372262,0.0753045404208195,0.07518337408312958,0.07375643224699828,0.0730593607305936,0.06927710843373494,0.07708333333333334,0.05830903790087463,0.03800475059382423,0.08290155440414508,0.06735751295336788,0.07142857142857142,0.07042253521126761,0.07514450867052024,0.09523809523809523,0.09090909090909091,0.09090909090909091,0.05263157894736842,0.12903225806451613,0.049019607843137254,0.075,,0.06779661016949153,0.1111111111111111,,0.10294117647058823,0.25,0.02857142857142857,0.10344827586206896,0.1,,,,,,0.09090909090909091,,,,,,,,,,
11,2017,0.0876765083440308,0.07615838247683235,0.07676098735701385,0.08394062078272604,0.0847246891651865,0.08013425634571009,0.08480565371024736,0.07919400187441425,0.08364661654135339,0.07968413496051686,0.08630759247242051,0.09158352519826042,0.06771799628942486,0.06347062795408508,0.07995618838992333,0.0732738374823861,0.07385952208544533,0.09302325581395349,0.06385696040868455,0.06092436974789916,0.09523809523809523,0.02203856749311295,0.07474747474747474,0.03977272727272727,0.08778625954198473,0.061224489795918366,0.09236947791164658,0.06293706293706294,0.06091370558375635,0.0449438202247191,0.04918032786885246,0.06666666666666667,0.040268456375838924,0.1111111111111111,0.10526315789473684,0.0641025641025641,,,0.0759493670886076,,0.08333333333333333,,0.07407407407407407,0.045454545454545456,0.2692307692307692,,,,,,,,,,,,,,
11,2018,0.08180135718692165,0.08658536585365853,0.08239362501879417,0.08416686996828494,,,0.08010148604566872,0.0831659300924066,0.08055413032324268,0.09053497942386832,0.08641975308641975,,0.0688836104513064,0.0847953216374269,0.0655367231638418,0.0717534108135422,0.07625899280575539,,,0.057692307692307696,,0.05405405405405406,0.08238636363636363,0.0787037037037037,,0.07526881720430108,0.07394366197183098,0.1111111111111111,0.08530805687203792,0.036585365853658534,0.1038961038961039,0.046875,0.10714285714285714,,0.15,0.06172839506172839,0.125,,0.08823529411764706,,0.11538461538461539,,0.09375,,,,,,,,,,,,,,,,
11,2019,0.09158707313881984,0.08249587520623969,0.08149552033080634,0.09145577549486344,0.07884856070087609,0.0875525093964183,0.07678177810433505,0.08124128312412832,,0.08754448398576513,0.09003215434083602,0.07128257537046499,0.046153846153846156,0.06244653550042772,0.01597444089456869,0.07105263157894737,0.08096590909090909,0.07983193277310924,0.06595092024539877,0.019417475728155338,0.09907834101382489,0.007575757575757576,0.0832,0.09016393442622951,0.0912863070539419,0.02564102564102564,0.06734006734006734,0.08602150537634409,,0.043478260869565216,0.08,,0.14414414414414414,0.06,,0.12195121951219512,0.06666666666666667,0.3333333333333333,0.08421052631578947,,0.1,,0.0625,0.08,0.06060606060606061,0.25,,,,,0.12280701754385964,0.058823529411764705,,,,,,,
11,2020,,0.08456243854473942,0.07374586963051967,0.09732901659247269,0.06898002103049422,0.07770056854074542,0.07920420420420421,0.06534584636774418,0.07753357753357754,0.13365079365079366,0.08260577568838147,0.057164634146341466,0.1,0.0737913486005089,0.13953488372093023,0.0707395498392283,0.06412825651302605,0.07342657342657342,0.07766990291262135,0.10526315789473684,0.07258064516129033,0.16666666666666666,0.10806451612903226,0.04,0.09444444444444444,0.17142857142857143,0.06420233463035019,0.14705882352941177,0.055865921787709494,0.06896551724137931,0.043478260869565216,0.043478260869565216,0.0935672514619883,0.14814814814814814,0.13953488372093023,0.046153846153846156,0.06666666666666667,,0.1619047619047619,,,,0.0625,0.10256410256410256,0.125,,,1.0,0.2,0.08512035010940919,0.06153846153846154,0.07692307692307693,0.047619047619047616,,,,,,
11,2021,0.08999287386745393,0.09344446225356627,,0.09401388628260461,0.07986333546871663,0.0916687769055457,0.07713166616450738,,0.09549945115257959,0.08582939218777369,0.10496292070735881,0.10684931506849316,0.08108108108108109,0.10151515151515152,0.11475409836065574,0.047752808988764044,0.09090909090909091,0.09977324263038549,0.09342560553633218,0.1111111111111111,0.07868852459016394,0.4666666666666667,0.1260229132569558,0.1282051282051282,0.12025316455696203,0.10810810810810811,,0.16666666666666666,0.0782122905027933,0.42857142857142855,0.075,,,0.13793103448275862,0.09090909090909091,0.10869565217391304,,,0.044642857142857144,,0.06439854191980558,,0.07317073170731707,0.08823529411764706,0.23076923076923078,,,,,,,,0.06666666666666667,0.2,,,,,
11,2022,,,0.06453841901603095,,0.07351202207331493,0.06615776081424936,,0.07096307023895727,0.08414872798434442,,0.06655290102389079,0.07278944797264289,0.06944444444444445,0.09672830725462304,0.05333333333333334,0.07834101382488479,0.06840891621829362,0.10344827586206896,0.0847457627118644,0.11764705882352941,0.06521739130434782,,,0.07766990291262135,0.11173184357541899,,0.05994550408719346,0.07317073170731707,0.07926829268292683,0.125,,0.16666666666666666,0.03867403314917127,,0.022222222222222223,,,,,,0.07057256990679095,0.16666666666666666,,0.15555555555555556,0.07692307692307693,,,,,0.07337291363279937,0.03225806451612903,0.16216216216216217,0.25,,,,,,
12,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1997,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2000,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2001,0.08333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2002,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2003,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2004,,,,0.5,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
12,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2006,,0.15789473684210525,0.2,,,,,0.25,,,,,,0.1111111111111111,0.05263157894736842,,,0.2857142857142857,,0.1,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
12,2007,0.7105263157894737,,0.5625,0.7241379310344828,0.6666666666666666,0.6,0.3333333333333333,0.4583333333333333,0.5238095238095238,0.5,0.42857142857142855,0.5,0.1761904761904762,0.5106382978723404,0.11764705882352941,,,0.2535211267605634,,0.3584905660377358,0.3181818181818182,,,0.5,0.1,,0.42857142857142855,0.1875,0.4444444444444444,,,,,,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,0.6857142857142857,,,,,,,,,
12,2008,0.08665854401462077,0.06787330316742081,0.0674061433447099,0.06916276651066043,0.09100817438692098,0.0693751484913281,0.07350901525658807,0.07684777288301517,0.08014571948998178,0.0762970498474059,0.08453237410071943,0.0663544106167057,0.04856512141280353,0.0869281045751634,0.07426376440460948,,0.1350844277673546,0.08892355694227769,0.04768211920529802,0.07476635514018691,0.07941176470588235,0.0364963503649635,0.07251908396946564,0.10931174089068826,0.05027932960893855,0.081419624217119,0.0784313725490196,,0.037037037037037035,0.058524173027989825,0.15789473684210525,0.0196078431372549,0.07058823529411765,,0.2,0.09259259259259259,0.15384615384615385,,0.07407407407407407,,,0.038461538461538464,,,0.029411764705882353,,,,0.07142857142857142,,,,,,,,,,
